town_code,tariff_hub,ops_branch,town_name,province,town_type,town_type_abbr,remote_km,servicing_town,service_code,location,sla_facility,zone
SIB,PTG,PTG,SIBASA,Limpopo,Outlying,O,8,THO,OR,LOC,Outlying Bi-weekly,5
SLV,PTA,RTR,SILENT VALLEY,Limpopo,Outlying,O,170,NRR,OR,LOC,Outlying Adhoc,5
SVR,KIM,KIM,SILVER STREAMS,Northern Cape,Outlying,O,112,PMG,OR,LOC,Outlying Adhoc,5
SYE,MBE,MBE,SIMUNYE,NULL,Outlying,O,180,MBE,OM,BLNS,Outlying Adhoc,10
SKB,GRJ,GRJ,SINKSBRUG,Western Cape,Outlying,O,20,GBR,OR,LOC,Outlying Bi-weekly,1
SIN,KIM,KIM,SISHEN,Northern Cape,Outlying,O,42,KAT,OR,LOC,Outlying Adhoc,7
SKI,MBE,MBE,SITEKI,NULL,Outlying,O,92,BBD,OR,BLNS,Outlying Adhoc,10
SBW,WIR,WIR,SIYABUSWA,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Bi-weekly,4
SKP,PTA,RTR,SKEERPOORT,North West,Outlying,O,48,HBP,OS,LOC,Outlying Bi-weekly,3
SPP,KIM,UTN,SKERPIOENPUNT,Northern Cape,Outlying,O,238,UTN,OR,LOC,Outlying Adhoc,4
SKK,CPT,CPT,SKIPSKOP,Western Cape,Outlying,O,82,BDD,OR,LOC,Outlying Adhoc,6
SKZ,NLP,NLP,SKUKUZA,Mpumalanga,Outlying,O,103,HZY,OR,LOC,Outlying Bi-weekly,4
SBB,VDB,BEM,SLABBERTS,Free State,Outlying,O,59,BEM,OR,LOC,Outlying Adhoc,1
SLR,PLZ,PLZ,SLANGRIVIER,Eastern Cape,Outlying,O,46,HDR,OR,LOC,Outlying Bi-weekly,5
SLU,KPR,KPR,SLURRY,North West,Outlying,O,44,MEI,OR,LOC,Outlying Bi-weekly,5
SMF,BFN,BFN,SMITHFIELD,Free State,Outlying,O,145,AWL,OR,LOC,Outlying Bi-weekly,4
SMK,GRJ,GRJ,SMITHSKRAAL (SMITSKRAAL),Eastern Cape,Outlying,O,298,BFU,OR,LOC,Outlying Adhoc,5
SNK,GRJ,GRJ,SNEEUKRAAL,Western Cape,Outlying,O,124,BFU,OR,LOC,Outlying Adhoc,8
SNW,PZB,DUR,SNEEZEWOOD,Eastern Cape,Outlying,O,100,KDX,OR,LOC,Outlying Adhoc,5
SOD,KIM,KIM,SODIUM,Northern Cape,Outlying,O,138,PRK,OR,LOC,Outlying Adhoc,7
SDW,EMG,EMG,SODWANA BAY,KwaZulu-Natal,Outlying,O,144,EGG,OR,LOC,Outlying Adhoc,6
SMC,PTG,PTG,SOEKMEKAAR,Limpopo,Outlying,O,121,LTT,OR,LOC,Outlying Bi-weekly,3
SOM,PTG,PTG,SOLOMONDALE,Limpopo,Outlying,O,32,MKW,OR,LOC,Outlying Bi-weekly,1
SEO,PLZ,PLZ,SOMERSET EAST,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Daily,5
SSW,CPT,CPT,SOMERSET WEST,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
SON,PTA,JNB,SONOP,North West,Regional,R,NULL,PTA,RM,LOC,Regional Bi-weekly,3
SDO,PZB,DUR,SOUTH DOWNS,KwaZulu-Natal,Outlying,O,45,MRR,OR,LOC,Outlying Adhoc,5
SWE,PLZ,PLZ,SOUTHWELL,Eastern Cape,Outlying,O,47,PAF,OR,LOC,Outlying Adhoc,4
SOU,BFN,BFN,SOUTPAN (FS),Free State,Outlying,O,86,BDT,OR,LOC,Outlying Adhoc,2
SPN,BFN,JNB,SOUTPAN (N),Limpopo,Outlying,O,86,BDT,OR,LOC,Outlying Adhoc,9
SWO,JNB,JNB,SOWETO,Gauteng,Main (Suburb),S,NULL,JNB,SM,LOC,Hub,1
SPV,ELS,CDO,SPRING VALLEY,Eastern Cape,Outlying,O,172,CDO,OR,LOC,Outlying Adhoc,3
SPU,CPT,UTN,SPRINGBOK,Northern Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,8
SPF,BFN,BFN,SPRINGFONTEIN,Free State,Outlying,O,253,AWL,OR,LOC,Outlying Bi-weekly,3
SPR,JNB,JNB,SPRINGS,Gauteng,Main (Suburb),S,NULL,JNB,SM,LOC,Hub,1
STF,PZB,PSH,ST FAITHS,KwaZulu-Natal,Outlying,O,88,PSH,OR,LOC,Outlying Adhoc,3
SFB,PLZ,PLZ,ST FRANCIS BAY,Eastern Cape,Outlying,O,37,HDR,OR,LOC,Outlying Bi-weekly,4
SLE,EMG,EMG,ST LUCIA,KwaZulu-Natal,Outlying,O,52,MUT,OR,LOC,Outlying Bi-weekly,3
STM,ELS,ELS,ST MARKS,Eastern Cape,Outlying,O,112,QTN,OR,LOC,Outlying Adhoc,5
SNR,NCS,NCS,STANDERTON,Mpumalanga,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
SFD,CPT,CPT,STANFORD,Western Cape,Outlying,O,49,HER,OR,LOC,Outlying Bi-weekly,4
SAE,DUR,DUR,STANGER (KWADUKUZA),KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,3
SEE,NLP,NLP,STEELPOORT,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Bi-weekly,5
STX,CPT,CPT,STEENBERG,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
SBP,PTG,RTR,STEENBOKPAN,Limpopo,Outlying,O,100,ELL,OR,LOC,Outlying Adhoc,7
STL,KPR,KPR,STELLA,North West,Outlying,O,94,VRU,OR,LOC,Outlying Bi-weekly,5
SHC,CPT,CPT,STELLENBOSCH,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
SKT,BFN,BFN,STERKSPRUIT,Eastern Cape,Outlying,O,171,AWL,OR,LOC,Outlying Bi-weekly,6
STK,ELS,BFN,STERKSTROOM (EASTERN CAPE),Eastern Cape,Outlying,O,110,QTN,OR,LOC,Outlying Bi-weekly,8
STS,KPR,RTR,STERKSTROOM (NORTH WEST),North West,Outlying,O,47,VSD,OR,LOC,Outlying Adhoc,4
SYG,BFN,BFN,STEYNSBURG,Eastern Cape,Outlying,O,216,CDO,OR,LOC,Outlying Bi-weekly,7
SYS,VDB,BEM,STEYNSRUS,Free State,Outlying,O,91,SEN,OR,LOC,Outlying Bi-weekly,4
STV,PLZ,PLZ,STEYTLERVILLE,Eastern Cape,Outlying,O,185,PTI,OR,LOC,Outlying Bi-weekly,5
SBI,GRJ,GRJ,STILBAAI,Western Cape,Regional,R,NULL,GRJ,RM,LOC,Regional Daily,4
SIF,KPR,KPR,STILFONTEIN,North West,Main (Suburb),S,NULL,KPR,SM,LOC,Branch,1
STP,PTG,PTG,STOCKPOORT,Limpopo,Outlying,O,117,ELL,OR,LOC,Outlying Adhoc,7
SOF,WIR,WIR,STOFFBERG,Mpumalanga,Outlying,O,119,DLR,OR,LOC,Outlying Bi-weekly,3
STR,GRJ,PLZ,STORMS RIVER,Eastern Cape,Outlying,O,122,PLE,OR,LOC,Outlying Bi-weekly,6
STR,GRJ,PLZ,STORMSRIVIER,Eastern Cape,Outlying,O,122,PLE,OR,LOC,Outlying Bi-weekly,5
STD,CPT,CPT,STRAND,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
SFT,CPT,CPT,STRANDFONTEIN,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,5
STB,CPT,CPT,STRUIS BAY,Western Cape,Outlying,O,65,BDD,OR,LOC,Outlying Bi-weekly,6
STG,KIM,KIM,STRYDENBURG,Northern Cape,Outlying,O,110,HPT,OR,LOC,Outlying Bi-weekly,5
SSH,ELS,ELS,STUTTERHEIM,Eastern Cape,Outlying,O,70,BIS,OR,LOC,Outlying Bi-weekly,4
SUN,PTA,RTR,SUN CITY/LOST CITY,North West,Outlying,O,89,RTR,OR,LOC,Outlying Bi-weekly,2
STH,CPT,CPT,SUTHERLAND,Northern Cape,Outlying,O,384,CER,OR,LOC,Outlying Bi-weekly,8
SWP,WDH,WDH,SWAKOPMUND,NULL,Regional,R,NULL,WDH,RM,BLNS,Regional Daily,10
SRB,PZB,PSH,SWARTBERG,KwaZulu-Natal,Outlying,O,86,KDX,OR,LOC,Outlying Bi-weekly,5
SWK,PTA,RTR,SWARTKLIP,Limpopo,Outlying,O,29,NRR,OR,LOC,Outlying Bi-weekly,4
SWM,KIM,UTN,SWARTMODDER,Northern Cape,Outlying,O,188,UTN,OR,LOC,Outlying Adhoc,4
SWA,KIM,KIM,SWARTPUTS,Northern Cape,Outlying,O,161,BKY,OR,LOC,Outlying Adhoc,4
SWU,KPR,RTR,SWARTRUGGENS,North West,Outlying,O,118,RTR,OR,LOC,Outlying Bi-weekly,3
SWW,PTG,PTG,SWARTWATER,Limpopo,Outlying,O,236,ELL,OR,LOC,Outlying Bi-weekly,6
OSW,MBE,MBE,SWAZILAND OTHER,NULL,Outlying,O,200,MBE,OM,BLNS,Outlying Adhoc,10
SWD,CPT,CPT,SWELLENDAM,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,6
SWN,NCS,BEM,SWINBURNE,Free State,Outlying,O,40,HRS,OR,LOC,Outlying Adhoc,4
TNZ,PZB,ELS,TABANKULU,Eastern Cape,Outlying,O,103,FLG,OR,LOC,Outlying Bi-weekly,5
TAS,ELS,CDO,TARKASTAD,Eastern Cape,Outlying,O,130,QTN,OR,LOC,Outlying Bi-weekly,3
TAU,KIM,KIM,TAUNG,North West,Outlying,O,63,HWA,OR,LOC,Outlying Bi-weekly,5
TNG,MSU,MSU,TEYATEYANENG,NULL,Outlying,O,70,MSU,OM,BLNS,Outlying Adhoc,10
TCR,BFN,BFN,THABA NCHU,Free State,Regional,R,NULL,BFN,RM,LOC,Regional Daily,3
TZB,PTA,RTR,THABAZIMBI,Limpopo,Regional,R,NULL,PTA,RM,LOC,Regional Daily,4
THA,KPR,KPR,THABONG,Free State,Outlying,O,13,OKY,OS,LOC,Outlying Bi-weekly,5
CRG,GRJ,GRJ,THE CRAGS,Western Cape,Outlying,O,38,PLE,OR,LOC,Outlying Bi-weekly,4
THN,BFN,BFN,THEUNISSEN,Free State,Outlying,O,80,VGA,OR,LOC,Outlying Bi-weekly,4
THO,PTG,PTG,THOHOYANDOU,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,5
THL,PLZ,PLZ,THORNHILL,Eastern Cape,Outlying,O,24,LRE,OR,LOC,Outlying Bi-weekly,4
TRS,GRJ,GRJ,THREE SISTERS,Northern Cape,Outlying,O,153,BFU,OR,LOC,Outlying Adhoc,8
TML,NLP,NLP,THULAMAHASHE,Limpopo,Outlying,O,47,BOS,OR,LOC,Outlying Bi-weekly,4
THU,NLP,NLP,THULAMAHAXI,Limpopo,Outlying,O,48,BOS,OR,LOC,Outlying Adhoc,4
TRF,BFN,BFN,TIERFONTEIN,Free State,Outlying,O,72,BTN,OR,LOC,Outlying Adhoc,4
TIN,PZB,PSH,TINANA,Eastern Cape,Outlying,O,116,MTL,OR,LOC,Outlying Adhoc,7
TLA,KIM,KIM,TLAPENG,North West,Outlying,O,100,HWA,OR,LOC,Outlying Adhoc,7
TOL,PTG,PTG,TOLWE,Limpopo,Outlying,O,185,BOC,OR,LOC,Outlying Bi-weekly,5
TMB,PTG,PTG,TOM BURKE,Limpopo,Outlying,O,170,ELL,OR,LOC,Outlying Bi-weekly,6
TGW,NLP,NLP,TONGA VIEW,Mpumalanga,Outlying,O,74,HPS,OR,LOC,Outlying Adhoc,4
TON,DUR,DUR,TONGAAT,KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,2
TOS,KPR,KPR,TOSCA,North West,Outlying,O,296,VRU,OR,LOC,Outlying Bi-weekly,8
TOW,CPT,CPT,TOUWS RIVER,Western Cape,Outlying,O,150,WOR,OR,LOC,Outlying Bi-weekly,5
TIT,WIR,WIR,TRICHARDT,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Daily,3
TPR,BFN,BFN,TROMPSBURG,Free State,Outlying,O,227,BFN,OM,LOC,Outlying Bi-weekly,4
TNI,MBE,MBE,TSHANENI,NULL,Outlying,O,160,MBE,OM,BLNS,Outlying Adhoc,10
TKN,PTG,PTG,TSHIKONDENI MINE,Limpopo,Outlying,O,180,THO,OR,LOC,Outlying Adhoc,7
TSP,PTG,PTG,TSHIPISE,Limpopo,Outlying,O,74,MES,OR,LOC,Outlying Bi-weekly,5
TSK,ELS,ELS,TSITSIKAMA,Eastern Cape,Outlying,O,110,QTN,OR,LOC,Outlying Adhoc,6
TSL,ELS,ELS,TSOLO,Eastern Cape,Outlying,O,85,UTT,OR,LOC,Outlying Bi-weekly,2
TSO,ELS,ELS,TSOMO,Eastern Cape,Outlying,O,107,BWH,OR,LOC,Outlying Bi-weekly,5
TSB,WDH,WDH,TSUMEB,NULL,Outlying,O,408,OGO,OR,BLNS,Outlying Adhoc,10
TUW,CPT,CPT,TULBAGH,Western Cape,Outlying,O,61,CER,OR,LOC,Outlying Bi-weekly,4
TWG,VDB,BEM,TWEELING,Free State,Outlying,O,65,RTZ,OR,LOC,Outlying Bi-weekly,3
TWE,PTA,RTR,TWEERIVIER,North West,Outlying,O,102,BTR,OR,LOC,Outlying Adhoc,8
TST,BFN,BFN,TWEESPRUIT,Free State,Outlying,O,52,TCR,OR,LOC,Outlying Bi-weekly,3
TZN,PTG,PTG,TZANEEN,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,4
UGE,ELS,ELS,UGIE,Eastern Cape,Outlying,O,222,UTT,OR,LOC,Outlying Bi-weekly,3
UTH,PLZ,PLZ,UITENHAGE,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Daily,2
ULO,KIM,KIM,ULCO,Northern Cape,Outlying,O,80,BKY,OR,LOC,Outlying Bi-weekly,3
ULD,EMG,EMG,ULUNDI,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Daily,4
UMI,DUR,DUR,UMHLALI,KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,3
UML,DUR,DUR,UMLAZI,KwaZulu-Natal,Main (Suburb),S,NULL,DUR,SM,LOC,Hub,2
UTT,ELS,ELS,UMTATA,Eastern Cape,Regional,R,NULL,ELS,RM,LOC,Regional Daily,1
UMZ,PZB,DUR,UMZIMKULU,KwaZulu-Natal,Outlying,O,44,IXO,OR,LOC,Outlying Bi-weekly,5
UZO,DUR,DUR,UMZINTO,KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,3
UBR,PZB,DUR,UNDERBERG,KwaZulu-Natal,Regional,R,NULL,PZB,RM,LOC,Regional Daily,5
UDL,GRJ,GRJ,UNIONDALE,Western Cape,Outlying,O,167,KYL,OR,LOC,Outlying Bi-weekly,4
UTN,KIM,UTN,UPINGTON,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,1
UKS,WDH,WDH,USAKOS,NULL,Outlying,O,58,KBB,OR,BLNS,Outlying Adhoc,10
UCT,NCS,NCS,UTRECHT,KwaZulu-Natal,Outlying,O,51,OZI,OR,LOC,Outlying Bi-weekly,2
UVG,DUR,PSH,UVONGO,KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,1
VAH,NLP,NLP,VAALHOEK,Mpumalanga,Outlying,O,113,SAB,OR,LOC,Outlying Adhoc,4
VAP,KPR,KPR,VAALPLAATS,Mpumalanga,Outlying,O,98,DLV,OR,LOC,Outlying Adhoc,5
VLR,PTA,PTG,VAALWATER,Limpopo,Outlying,O,124,NSR,OR,LOC,Outlying Bi-weekly,5
VAL,WIR,JNB,VAL,Mpumalanga,Outlying,O,84,BOR,OR,LOC,Outlying Bi-weekly,5
VYF,PTA,WIR,VAN DYKSDRIFT,Mpumalanga,Outlying,O,42,KLA,OR,LOC,Outlying Adhoc,3
VWV,KIM,UTN,VAN WYKSVLEI,Northern Cape,Outlying,O,251,PRK,OR,LOC,Outlying Adhoc,7
VDB,VDB,JNB,VANDERBIJLPARK,Gauteng,Main,M,NULL,VDB,MM,LOC,Branch,4
VDK,KIM,KIM,VANDERKLOOF,Northern Cape,Outlying,O,173,HPT,OR,LOC,Outlying Bi-weekly,5
VRD,CPT,VDR,VANRHYNSDORP,Western Cape,Outlying,O,50,VRE,OR,LOC,Outlying Bi-weekly,6
VSR,BFN,BFN,VANSTADENSRUS,Free State,Outlying,O,197,AWL,OR,LOC,Outlying Adhoc,4
VEG,NCS,BEM,VEGKOP,Free State,Outlying,O,49,NQT,OR,LOC,Outlying Adhoc,7
VLF,CPT,VDR,VELDDRIF,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Bi-weekly,1
VBG,BFN,BFN,VENTERSBURG,Free State,Outlying,O,66,VGA,OR,LOC,Outlying Bi-weekly,5
VSD,KPR,RTR,VENTERSDORP,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,4
VTS,PLZ,CDO,VENTERSHOEK,Eastern Cape,Outlying,O,137,GRT,OR,LOC,Outlying Adhoc,4
VEN,BFN,KPR,VENTERSKROON,Gauteng,Outlying,O,183,BFN,OM,LOC,Outlying Adhoc,8
VSS,BFN,BFN,VENTERSTAD,Eastern Cape,Outlying,O,215,AWL,OR,LOC,Outlying Bi-weekly,6
VER,VDB,JNB,VEREENIGING,Gauteng,Main (Suburb),S,NULL,VDB,SM,LOC,Branch,4
VRN,WIR,WIR,VERENA,Mpumalanga,Outlying,O,77,KLA,OR,LOC,Outlying Bi-weekly,2
VGG,KIM,KIM,VERGENOEG,Northern Cape,Outlying,O,149,PMG,OR,LOC,Outlying Adhoc,4
VKD,BFN,BFN,VERKEERDEVLEI,Free State,Outlying,O,80,BDT,OR,LOC,Outlying Bi-weekly,3
VKP,NCS,BEM,VERKYKERSKOP,Free State,Outlying,O,93,HRS,OR,LOC,Outlying Adhoc,4
VAM,DUR,DUR,VERULAM,KwaZulu-Natal,Main (Suburb),S,NULL,DUR,SM,LOC,Hub,1
VCW,KIM,KIM,VICTORIA WEST,Northern Cape,Outlying,O,272,BFU,OR,LOC,Outlying Bi-weekly,8
VTN,KPR,KPR,VIERFONTEIN,Free State,Outlying,O,40,OKY,OS,LOC,Outlying Adhoc,2
VJK,KPR,KPR,VILJOENSKROON,Free State,Regional,R,NULL,KPR,RM,LOC,Regional Daily,2
VIL,VDB,JNB,VILLIERS,Free State,Outlying,O,68,FFO,OR,LOC,Outlying Bi-weekly,5
VDP,CPT,CPT,VILLIERSDORP,Western Cape,Outlying,O,68,FSK,OR,LOC,Outlying Bi-weekly,3
VIO,CPT,UTN,VIOOLSDRIF,Northern Cape,Outlying,O,234,SPU,OR,LOC,Outlying Adhoc,9
VGA,BFN,BFN,VIRGINIA,Free State,Regional,R,NULL,BFN,RM,LOC,Regional Daily,4
FIS,PLZ,CDO,VISRIVIER,Eastern Cape,Outlying,O,72,CDO,OR,LOC,Outlying Adhoc,2
VIV,PTG,PTG,VIVO,Limpopo,Outlying,O,86,BOC,OR,LOC,Outlying Bi-weekly,4
VRR,NCS,NCS,VOLKSRUST,Mpumalanga,Regional,R,NULL,NCS,RM,LOC,Regional Daily,2
VSB,KIM,KIM,VOSBURG,Northern Cape,Outlying,O,217,PRK,OR,LOC,Outlying Bi-weekly,8
VDE,NCS,NCS,VREDE,Free State,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
VRF,VDB,KPR,VREDEFORT,Free State,Outlying,O,30,PYR,OR,LOC,Outlying Bi-weekly,4
VDR,CPT,VDR,VREDENBURG,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,1
VRE,CPT,VDR,VREDENDAL,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,5
VRU,KIM,KPR,VRYBURG,North West,Regional,R,NULL,KIM,RM,LOC,Regional Daily,6
VYD,NCS,NCS,VRYHEID,KwaZulu-Natal,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
WAE,CPT,CPT,WAENHUISKRANS,Western Cape,Outlying,O,48,BDD,OR,LOC,Outlying Adhoc,6
WKR,NCS,NCS,WAKKERSTROOM,Mpumalanga,Outlying,O,57,VRR,OR,LOC,Outlying Bi-weekly,3
WVB,WDH,WDH,WALVIS BAY,NULL,Regional,R,NULL,WDH,RM,BLNS,Regional Daily,10
WRB,WIR,WIR,WARBURTON,Mpumalanga,Outlying,O,129,EML,OR,LOC,Outlying Adhoc,5
WAN,NCS,BEM,WARDEN,Free State,Outlying,O,104,HRS,OR,LOC,Outlying Bi-weekly,3
WSR,PTA,JNB,WARMBATHS,Limpopo,Regional,R,NULL,PTA,RM,LOC,Regional Daily,4
WAR,KIM,KIM,WARRENTON,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Bi-weekly,3
WBG,PZB,DUR,WARTBURG,KwaZulu-Natal,Outlying,O,31,DTN,OR,LOC,Outlying Bi-weekly,3
WAS,NCS,NCS,WASBANK,KwaZulu-Natal,Outlying,O,50,DNE,OR,LOC,Outlying Bi-weekly,3
WER,PTG,PTG,WATERPOORT,Limpopo,Outlying,O,99,LTT,OR,LOC,Outlying Adhoc,5
WTB,NLP,NLP,WATERVAL BOVEN,Mpumalanga,Outlying,O,146,LDR,OR,LOC,Outlying Bi-weekly,3
WNN,PZB,NCS,WEENEN,KwaZulu-Natal,Outlying,O,76,ECT,OR,LOC,Outlying Adhoc,5
WEL,KPR,BFN,WELKOM,Free State,Regional,R,NULL,KPR,RM,LOC,Regional Daily,5
WEG,CPT,CPT,WELLINGTON,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,3
WPR,BFN,BFN,WEPENER,Free State,Outlying,O,143,TCR,OR,LOC,Outlying Bi-weekly,4
WLB,KPR,BFN,WESSELSBRON,Free State,Outlying,O,92,HST,OR,LOC,Outlying Bi-weekly,5
WSM,BFN,BFN,WESTMINSTER,Free State,Outlying,O,70,TCR,OR,LOC,Outlying Adhoc,4
WTI,VDB,JNB,WESTONARIA,Gauteng,Main (Suburb),S,NULL,VDB,SM,LOC,Hub,3
WHI,NLP,NLP,WHITE RIVER,Mpumalanga,Main (Suburb),S,NULL,NLP,SM,LOC,Branch,1
WIS,ELS,ELS,WHITTLESEA,Eastern Cape,Outlying,O,73,QTN,OR,LOC,Outlying Bi-weekly,5
WLR,GRJ,GRJ,WILDERNESS,Western Cape,Outlying,O,31,GRJ,OM,LOC,Outlying Bi-weekly,1
WLN,GRJ,UTN,WILLISTON,Northern Cape,Outlying,O,448,BFU,OR,LOC,Outlying Bi-weekly,8
WME,GRJ,GRJ,WILLOWMORE,Eastern Cape,Outlying,O,285,OUH,OR,LOC,Outlying Bi-weekly,5
WGR,BFN,BFN,WINBURG,Free State,Outlying,O,102,MRQ,OR,LOC,Outlying Bi-weekly,4
WDH,WDH,WDH,WINDHOEK,NULL,Main,M,NULL,WDH,MM,BLNS,Branch,4
WIN,KIM,KIM,WINDSORTON,Northern Cape,Outlying,O,61,WAR,OR,LOC,Outlying Adhoc,2
WNO,PZB,NCS,WINTERTON,KwaZulu-Natal,Regional,R,NULL,PZB,RM,LOC,Regional Daily,5
WIR,WIR,WIR,WITBANK,Mpumalanga,Main,M,NULL,WIR,MM,LOC,Branch,1
WTS,PLZ,PLZ,WITELSBOS,Eastern Cape,Outlying,O,132,HDR,OR,LOC,Outlying Bi-weekly,5
WPT,PTG,PTG,WITPOORT (ELL),Limpopo,Outlying,O,121,ELL,OR,LOC,Outlying Adhoc,5
WTP,KPR,KPR,WITPOORT (LDS),North West,Outlying,O,30,LDS,OR,LOC,Outlying Adhoc,3
WIT,GRJ,GRJ,WITSAND,Western Cape,Outlying,O,120,RDS,OR,LOC,Outlying Adhoc,5
WMD,KPR,KPR,WOLMARANSSTAD,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,3
WSY,CPT,CPT,WOLSELEY,Western Cape,Outlying,O,31,CER,OR,LOC,Outlying Bi-weekly,4
WOR,CPT,CPT,WORCESTER,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,4
YFN,CPT,CPT,YZERFONTEIN,Western Cape,Outlying,O,94,LGN,OR,LOC,Outlying Bi-weekly,4
ZAN,NULL,NULL,ZANDSPRUIT,Gauteng,Outlying,NULL,NULL,NULL,,LOC,Outlying Adhoc,3
ZRN,BFN,BFN,ZASTRON,Free State,Outlying,O,138,AWL,OR,LOC,Outlying Bi-weekly,5
ZEB,PTG,PTG,ZEBEDIELA,Limpopo,Outlying,O,67,LEB,OR,LOC,Outlying Bi-weekly,3
ZST,KPR,RTR,ZEERUST,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,4
ZNV,PTA,RTR,ZINNIAVILLE,North West,Outlying,O,7,RTR,OR,LOC,Outlying Bi-weekly,1
